ID,Marca,Modelo,Precio,Anio,Kilometraje,Comustible,Transmision,Color,Motor
1892,Mahindra,Thar LX 4-STR Hard Top Petrol MT,200000,2021,14000,Petrol,Manual,Brown,1997 cc
1893,Hyundai,i10 Magna,80000,2009,135797,Petrol,Manual,Silver,1086 cc
1894,Ford,Endeavour Titanium Plus 3.2 4x4 AT,200000,2019,42475,Diesel,Automatic,Silver,3198 cc
1895,Maruti Suzuki,Celerio ZXi AMT [2017-2019],140000,2018,27239,Petrol,Automatic,Orange,998 cc
1896,Chevrolet,Spark LS 1.0 BS-III,140000,2013,66000,Petrol,Manual,White,995 cc
1897,Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT,200000,2022,2272,Petrol,Manual,White,1197 cc
1898,Honda,CR-V 2.0L 2WD AT,140000,2015,50000,Petrol,Automatic,Brown,1997 cc
1899,Maruti Suzuki,Alto VXI,200000,2019,17491,Petrol,Manual,Others,No_info
1900,Maruti Suzuki,Swift DZire LXI,140000,2017,38674,Petrol,Manual,Red,1197 cc
1901,Audi,Q3 35 TDI Premium Plus + Sunroof,140000,2016,40000,Diesel,Automatic,White,1968 cc
1902,Maruti Suzuki,Alto 800 Lxi CNG,200000,2021,14000,CNG,Manual,Grey,796 cc
1903,Renault,Kwid 1.0 RXL [2017-2019],200000,2019,32000,Petrol,Manual,Brown,999 cc
1904,Hyundai,i20 Magna 1.2,140000,2012,72000,Petrol,Manual,White,No_info
1905,Ford,Ecosport Titanium+ 1.5L TDCi,140000,2017,82000,Diesel,Manual,White,1498 cc
1906,Mercedes-Benz,B-class B180 Sports,140000,2013,52000,Petrol,Automatic,Silver,1595 cc
1907,MG,ZS EV Exclusive [2020-2021],200000,2020,38500,Electric,Automatic,Blue,No_info
1908,Hyundai,Xcent SX 1.1 CRDi (O),140000,2014,56000,Diesel,Manual,White,1120 cc
1909,Honda,City VX CVT,140000,2016,42000,Petrol,Automatic,Brown,1497 cc
1910,Hyundai,Creta SX Plus 1.6  Petrol,140000,2016,57983,Petrol,Manual,White,1591 cc
1911,Audi,A3 35 TFSI Premium Plus,140000,2018,15600,Petrol,Automatic,White,1395 cc
1912,Hyundai,Verna 1.6 CRDI SX,200000,2019,26000,Diesel,Manual,White,1582 cc
1913,Mercedes-Benz,S-Class S 350D [2018-2020],200000,2021,5000,Diesel,Automatic,White,2925 cc
1914,Maruti Suzuki,Swift DZire VDI,80000,2011,90000,Diesel,Manual,White,1248 cc
1915,Mercedes-Benz,E-Class E 250 CDI Avantgarde,140000,2016,43323,Diesel,Automatic,Silver,2143 cc
1916,Skoda,Octavia 2.0 TDI L&K,200000,2020,94182,Diesel,Automatic,Grey,1968 cc
1917,Hyundai,Santro Sportz [2018-2020],200000,2022,3395,Petrol,Manual,Others,1086 cc
1918,Maruti Suzuki,Ertiga VDi,140000,2014,53213,Diesel,Manual,White,1248 cc
1919,Ford,Endeavour Titanium 3.2 4x4 AT,140000,2017,93000,Diesel,Automatic,White,3198 cc
1920,Jaguar,XE Prestige Diesel,140000,2018,45000,Diesel,Automatic,White,1999 cc
1921,Toyota,Fortuner 2.8 4x4 AT [2016-2020],140000,2017,110000,Diesel,Automatic,Grey,2755 cc
1922,Toyota,Corolla Altis GL Petrol,140000,2016,70000,Petrol,Manual,White,1798 cc
1923,Tata,Altroz XT Petrol,200000,2020,40000,Petrol,Manual,White,1199 cc
1924,Volvo,XC40 D4 R-Design,140000,2018,52000,Diesel,Automatic,White,1969 cc
1925,Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],200000,2019,6200,Petrol,Manual,Blue,1462 cc
1926,Honda,WR-V VX MT Diesel,140000,2017,75650,Diesel,Manual,White,1498 cc
1927,Hyundai,i10 Sportz 1.2,80000,2010,60000,Petrol,Manual,White,1197 cc
1928,Maruti Suzuki,Swift DZire VDI,140000,2014,89000,Diesel,Manual,White,1248 cc
1929,Porsche,Cayenne 3.2 V6 Petrol,140000,2014,43000,Petrol,Automatic,White,No_info
1930,Maruti Suzuki,Alto 800 Lxi CNG,200000,2019,56000,CNG,Manual,White,796 cc
1931,Hyundai,Verna 1.6 CRDI SX,140000,2017,57000,Diesel,Manual,Grey,1582 cc
1932,Hyundai,Eon Era +,140000,2012,56000,Petrol,Manual,Grey,814 cc
1933,Audi,A6 35 TDI Matrix,140000,2016,60000,Diesel,Automatic,White,1968 cc
1934,Mahindra,Scorpio S9 2WD 7 STR,200000,2019,61805,Diesel,Manual,White,2179 cc
1935,Maruti Suzuki,Wagon R LXI CNG (O),140000,2014,58000,CNG,Manual,Red,998 cc
1936,Tata,Nexon XM,200000,2019,33000,Petrol,Manual,Silver,1198 cc
1937,Honda,City CVT,80000,2008,70000,Petrol,Automatic,White,1497 cc
1938,Maruti Suzuki,Celerio ZXi AMT [2019-2020],140000,2014,48000,Petrol,Automatic,Silver,998 cc
1939,MG,Hector Sharp 2.0 Diesel [2019-2020],200000,2020,12400,Diesel,Manual,Grey,1956 cc
1940,Mahindra,Bolero Power Plus ZLX [2016-2019],140000,2017,92000,Diesel,Manual,Green,1493 cc
1941,Hyundai,Creta 1.6 SX (O),140000,2015,64000,Diesel,Manual,White,1582 cc
1942,Maruti Suzuki,Wagon R LXI CNG (O),200000,2021,18000,CNG,Manual,Silver,998 cc
1943,Mahindra,KUV100 K6 D 6 STR [2016-2017],140000,2016,53376,Diesel,Manual,Orange,1198 cc
1944,Honda,City V Diesel,140000,2016,70000,Diesel,Manual,Silver,1498 cc
1945,Mahindra,Bolero Power Plus ZLX,200000,2019,70000,Diesel,Manual,White,1493 cc
1946,Hyundai,Verna Fluidic 1.6 CRDi SX,140000,2014,65123,Diesel,Manual,Black,1582 cc
1947,Honda,Amaze 1.2 S i-VTEC,140000,2014,58600,Petrol,Manual,Red,1198 cc
1948,Hyundai,Venue SX (O) 1.0 Turbo iMT,200000,2021,7500,Petrol,Manual,Blue,998 cc
1949,Hyundai,Creta SX 1.6 CRDi,200000,2019,39000,Diesel,Manual,White,1582 cc
1950,Hyundai,i10 Magna,80000,2009,23000,Petrol,Manual,Red,1086 cc
1951,Maruti Suzuki,XL6 Zeta MT Petrol,200000,2019,27900,Petrol,Manual,Brown,1462 cc
1952,Maruti Suzuki,Ertiga VXI CNG,200000,2019,42000,CNG,Manual,Brown,1373 cc
1953,BMW,X5 xDrive 30d,140000,2016,27011,Diesel,Automatic,White,2993 cc
1954,Renault,Kwid 1.0 RXT [2016-2019],140000,2016,122000,Petrol,Manual,Red,999 cc
1955,Maruti Suzuki,Baleno Sigma 1.2,140000,2015,48000,Petrol,Manual,Grey,1197 cc
1956,Hyundai,Elite i20 Sportz 1.2 (O),140000,2018,9000,Petrol,Manual,Grey,1197 cc
1957,Renault,Kwid 1.0 RXT AMT Opt,200000,2019,32000,Petrol,Automatic,Bronze,999 cc
1958,Toyota,Innova 2.7 GX AT 7 STR [2016-2020],140000,2018,54000,Petrol,Automatic,Silver,2694 cc
1959,Nissan,Sunny XL,140000,2012,57000,Petrol,Manual,White,1498 cc
1960,Mercedes-Benz,GLE 250 d,140000,2017,90000,Diesel,Automatic,Black,2143 cc
1961,Honda,Brio S MT,140000,2016,49000,Petrol,Manual,White,1198 cc
1962,Maruti Suzuki,Vitara Brezza ZDi Plus,140000,2018,71000,Diesel,Manual,White,1248 cc
1963,Maruti Suzuki,Swift VXi,140000,2014,20000,Petrol,Manual,Grey,1197 cc
1964,Maruti Suzuki,Wagon R LXi,140000,2012,12300,Petrol,Manual,Blue,998 cc
1965,Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,200000,2021,5000,Diesel,Manual,White,1248 cc
1966,Maruti Suzuki,Swift VXi,140000,2013,68000,Petrol,Manual,Blue,1197 cc
1967,Mercedes-Benz,CLA 200 D Urban Sport,200000,2019,17000,Diesel,Automatic,Red,2143 cc
1968,Mahindra,Thar LX 4-STR Hard Top Diesel AT,200000,2022,15000,Diesel,Automatic,Grey,2184 cc
1969,Land Rover,Discovery Sport HSE Petrol 7-Seater,200000,2019,24444,Petrol,Automatic,Blue,1999 cc
1970,Ford,Ecosport Titanium 1.5 TDCi,140000,2015,43000,Diesel,Manual,Silver,1498 cc
1971,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],200000,2020,18000,Diesel,Automatic,White,1950 cc
1972,Land Rover,Range Rover Sport SDV6 SE,140000,2014,82000,Diesel,Automatic,White,2993 cc
1973,Mercedes-Benz,GLE 250 d,200000,2019,57000,Diesel,Automatic,Black,2143 cc
1974,Mercedes-Benz,C-Class C200 Progressive,200000,2021,2610,Petrol,Automatic,White,1991 cc
1975,Maruti Suzuki,Ciaz VDi+ SHVS,140000,2017,92000,Diesel,Manual,White,1248 cc
1976,Maruti Suzuki,Ignis Zeta 1.2 AMT,140000,2017,40879,Petrol,Automatic,Red,1197 cc
1977,Ford,Ecosport Titanium 1.5L TDCi,140000,2016,80000,Diesel,Manual,Black,1498 cc
1978,Mercedes-Benz,GLC 220d 4MATIC Progressive,200000,2022,5500,Diesel,Automatic,White,1950 cc
1979,Maruti Suzuki,Ritz Ldi BS-IV,80000,2011,89000,Diesel,Manual,Maroon,1248 cc
1980,BMW,X5 xDrive 30d M Sport,140000,2017,68690,Diesel,Automatic,Blue,2993 cc
1981,Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],140000,2018,50000,Petrol,Manual,White,No_info
1982,Renault,Kwid 1.0 RXT [2016-2019],140000,2018,19000,Petrol,Manual,Red,999 cc
1983,Skoda,Rapid Ambition 1.6 TDI CR MT,140000,2012,130000,Diesel,Manual,White,1598 cc
1984,Maruti Suzuki,Swift DZire VDI,140000,2017,35000,Diesel,Manual,White,1248 cc
1985,Honda,Brio VX AT,140000,2013,64418,Petrol,Automatic,Silver,1198 cc
1986,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],200000,2019,10265,Petrol,Manual,Grey,1197 cc
1987,Maruti Suzuki,Wagon R LXi 1.0 CNG,200000,2021,15000,CNG,Manual,White,998 cc
1988,Ford,Fiesta Titanium Diesel,140000,2012,85000,Diesel,Manual,Silver,1498 cc
1989,Mercedes-Benz,GLA 200 d Style,140000,2018,90000,Diesel,Automatic,Bronze,2143 cc
1990,Maruti Suzuki,Wagon R LXi CNG,140000,2013,89000,CNG,Manual,Silver,998 cc
1991,Maruti Suzuki,Wagon R LXI CNG,140000,2017,43000,CNG,Manual,Grey,998 cc
1992,Toyota,Fortuner 2.8 4x4 AT [2016-2020],140000,2017,219000,Diesel,Automatic,White,2755 cc
1993,Toyota,Innova 2.0 G1 BS-IV,80000,2010,261236,Petrol,Manual,Silver,1998 cc
1994,Maruti Suzuki,Vitara Brezza ZDi Plus,140000,2017,50000,Diesel,Manual,White,1248 cc
1995,Maruti Suzuki,Alto 800 Std,140000,2014,48000,Petrol,Manual,Silver,796 cc
1996,Hyundai,Xcent SX 1.1 CRDi,200000,2019,39000,Diesel,Manual,White,1120 cc
1997,Maruti Suzuki,Vitara Brezza VDi,140000,2018,33030,Diesel,Manual,Red,1248 cc
1998,Honda,City 1.5 E MT,140000,2013,86000,Petrol,Manual,Purple,1497 cc
1999,Maruti Suzuki,Ciaz Alpha 1.4 AT,140000,2017,55000,Petrol,Automatic,White,1373 cc
2000,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],140000,2017,35000,Petrol,Manual,Blue,1197 cc
2001,Jeep,Compass Limited (O) 1.4 Petrol DCT,200000,2022,2000,Petrol,Automatic,Green,1368 cc
2002,Jeep,Compass Limited 2.0 Diesel [2017-2020],140000,2018,90000,Diesel,Manual,Silver,1956 cc
2003,Honda,City 1.5 S MT,140000,2012,96506,Petrol,Manual,Silver,1497 cc
2004,Volkswagen,Vento Highline Petrol AT,140000,2014,88000,Petrol,Automatic,Silver,1598 cc
2005,Mercedes-Benz,E-Class 280 CDI Elegance,80000,2008,140987,Diesel,Automatic,Gold,2987 cc
2006,Maruti Suzuki,Swift DZire VXI,140000,2015,52000,Petrol,Manual,White,1197 cc
2007,Maruti Suzuki,Celerio VXi AMT,140000,2015,54443,Petrol,Automatic,White,998 cc
2008,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],200000,2020,9500,Diesel,Automatic,Silver,1950 cc
2009,BMW,X5 xDrive 30d,140000,2018,75000,Diesel,Automatic,Blue,2993 cc
2010,Audi,A4 2.0 TDI Sline,140000,2012,89000,Diesel,Automatic,Black,No_info
2011,Audi,A4 30 TFSI Technology Pack,140000,2017,42000,Petrol,Automatic,White,1395 cc
2012,Datsun,Redigo T(O) 1.0,140000,2018,25000,Petrol,Manual,Grey,999 cc
2013,BMW,X3 xDrive 20d Luxury Line [2018-2020],200000,2021,39000,Diesel,Automatic,White,1995 cc
2014,Maruti Suzuki,Swift VDi,140000,2014,86000,Diesel,Manual,White,1248 cc
2015,MINI,Countryman Cooper D,140000,2013,50300,Diesel,Automatic,Green,1995 cc
2016,Mahindra,XUV500 W11 (O) AT,140000,2018,43000,Diesel,Automatic,Bronze,2179 cc
2017,Mahindra,XUV500 W8,140000,2013,83555,Diesel,Manual,Black,2179 cc
2018,Mahindra,Bolero Power Plus ZLX,200000,2019,27500,Diesel,Manual,White,1493 cc
2019,Ford,Ecosport Titanium 1.5 TDCi,140000,2013,75000,Diesel,Manual,White,1498 cc
2020,BMW,X5 xDrive 30d M Sport,140000,2015,87000,Diesel,Automatic,Grey,2993 cc
2021,Hyundai,Creta SX (O) 1.5 Diesel Automatic,200000,2022,5800,Diesel,Automatic,White,1493 cc
2022,Toyota,Fortuner 2.8 4x2 MT [2016-2020],140000,2018,173000,Diesel,Manual,White,2755 cc
2023,Kia,Seltos GTX Plus AT 1.4 [2019-2020],200000,2021,7000,Petrol,Automatic,Grey,1353 cc
2024,Mahindra,XUV500 W10 AWD,140000,2015,121000,Diesel,Manual,White,2179 cc
2025,Tata,Safari 2.2 EX 4x2,140000,2013,96000,Diesel,Manual,White,2179 cc
2026,Honda,Accord 2.4 iVtec AT,80000,2008,57885,Petrol,Automatic,Beige,No_info
2027,Toyota,Etios Liva G,80000,2011,38091,Petrol,Manual,Red,1197 cc
2028,Hyundai,Eon Sportz,140000,2013,34000,Petrol,Manual,Blue,814 cc
2029,Honda,City SV Diesel,140000,2018,75000,Diesel,Manual,White,1498 cc
2030,Toyota,Etios VXD,140000,2014,82000,Diesel,Manual,Silver,1364 cc
2031,Kia,Sonet GTX Plus 1.0 iMT [2020-2021],200000,2021,20000,Petrol,Manual,Maroon,998 cc
2032,Maruti Suzuki,Swift DZire VDI,80000,2008,65000,Diesel,Manual,Silver,1248 cc
2033,Land Rover,Range Rover Velar 2.0 S Petrol 250,200000,2020,88000,Petrol,Automatic,White,1997 cc
2034,Mercedes-Benz,E-Class E200,80000,2011,65000,Petrol,Automatic,Black,1991 cc
2035,Maruti Suzuki,Swift DZire VDI,80000,2011,65000,Diesel,Manual,White,1248 cc
2036,Maruti Suzuki,Wagon R LXi,80000,2011,41000,Petrol,Manual,Brown,998 cc
2037,Toyota,Fortuner 3.0 MT,80000,2010,127000,Diesel,Manual,White,2982 cc
2038,Honda,City V,140000,2016,51834,Petrol,Manual,Grey,1497 cc
2039,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],140000,2018,28000,Petrol,Automatic,Silver,1368 cc
2040,Mercedes-Benz,B-class B180,140000,2014,39000,Petrol,Automatic,White,1595 cc
2041,Honda,City SV CVT,140000,2015,116592,Petrol,Automatic,Brown,1497 cc
2042,Mercedes-Benz,C-Class C 220 CDI Avantgarde,140000,2014,80000,Diesel,Automatic,White,2143 cc
2043,Chevrolet,Sail Sedan 1.2 LS,140000,2014,32000,Petrol,Manual,Silver,1199 cc
2044,Mercedes-Benz,C-Class C 220 CDI Avantgarde,140000,2016,21200,Diesel,Automatic,Silver,2143 cc
2045,Mahindra,XUV700 AX 7 Petrol AT Luxury Pack 7 STR,200000,2022,75,Petrol,Automatic,Blue,1997 cc
2046,Maruti Suzuki,Wagon R LXI CNG (O),140000,2014,75693,CNG,Manual,Grey,998 cc
2047,Maruti Suzuki,Vitara Brezza ZDi,140000,2018,85000,Diesel,Manual,Maroon,1248 cc
2048,Honda,City V,140000,2015,49000,Petrol,Manual,Grey,1497 cc
2049,Hyundai,Grand i10 Asta 1.1 CRDi [2013-2016],140000,2016,71000,Diesel,Manual,White,1120 cc
2050,Mercedes-Benz,GLS 400 4MATIC,140000,2017,80000,Petrol,Automatic,Black,2996 cc
2051,Hyundai,Creta SX Plus 1.6  Petrol,140000,2016,47000,Petrol,Manual,White,1591 cc
2052,Maruti Suzuki,Vitara Brezza VXi,200000,2021,48000,Petrol,Manual,White,1462 cc
2053,Hyundai,i20 Sportz 1.4 CRDI,140000,2014,68000,Diesel,Manual,Silver,1396 cc
2054,Maruti Suzuki,Ritz Vxi (ABS) BS-IV,140000,2014,79000,Petrol,Manual,White,1197 cc
2055,Mahindra,XUV500 W8 [2015-2017],140000,2016,90300,Diesel,Manual,White,2179 cc
2056,Hyundai,Eon D-Lite +,140000,2014,83000,Petrol,Manual,White,814 cc
2057,Ford,Figo Duratec Petrol ZXI 1.2,140000,2013,73000,Petrol,Manual,Silver,1196 cc
2058,BMW,5-Series 520d Luxury Line [2017-2019],140000,2018,60474,Diesel,Automatic,White,1995 cc
2059,Mahindra,Bolero Power Plus ZLX [2016-2019],140000,2017,72000,Diesel,Manual,White,1493 cc
